id,dt_tm,lang,retweet,name,body,lat,lon
646868770636595201,Thu Sep 24 02:08:27 +0000 2015,en,1,MatCoran,RT @GoalsCode: Halloween goals http://t.co/UnCMqQ9aun,,
646868772863782912,Thu Sep 24 02:08:28 +0000 2015,en,1,JulieNikolov,RT @isabelaseraffim: on another note I'm so excited for Halloween,,
646868772112863232,Thu Sep 24 02:08:28 +0000 2015,en,0,emilyatwaterr,@elinegaridi us on halloween http://t.co/1dFHYylTZO,,
646868774705098755,Thu Sep 24 02:08:28 +0000 2015,en,1,CarleighFrino,RT @lil_strepps: sugar; you're sweet; and I can't wait for Halloween🎃 (Sugar by Maroon 5) #FallSongs,,
646868776286322689,Thu Sep 24 02:08:29 +0000 2015,en,1,TheHandbagNews,RT @LaLaThaGreatest: 🐱Halloween Last Year @Chrisspymakeup #EgyptianCat #MakeUp 🎃😼 http://t.co/Yv1KhOjsQe,,
646868776504299521,Thu Sep 24 02:08:29 +0000 2015,en,1,allisonsengerr,RT @CraziestSex: Halloween movies n chill,,
646868776055472128,Thu Sep 24 02:08:29 +0000 2015,en,1,jxckiegreco,RT @KardashianReact: Halloween movies n chill,,
646868777926303744,Thu Sep 24 02:08:29 +0000 2015,en,1,julzisarapper,RT @VNLLMM2: i think my roommate listening to halloween music through her headphones as she falls asleep in her bed lol,,
646868779474010112,Thu Sep 24 02:08:29 +0000 2015,en,1,MaddisonMeyer,RT @theCheerBook: 5 Mondays to halloween... 8 Mondays to thanksgiving... 12 Mondays to Christmas... 26 Mondays to spring break... 39 Monday…,,
646868783278239744,Thu Sep 24 02:08:30 +0000 2015,en,0,foxyroxy_7,still debating how I wanna dress up for Halloween 😐,,
646868783341002752,Thu Sep 24 02:08:30 +0000 2015,en,0,ScaryMovieDerek,Halloween Returns - http://t.co/udVX4CIkPt http://t.co/eBpXDzSOwb,,
646868784016453633,Thu Sep 24 02:08:31 +0000 2015,en,1,Kristin_Mary07,RT @CoIIegeBound: 5 Mondays to halloween... 8 Mondays to thanksgiving... 12 Mondays to Christmas... 26 Mondays to spring break... 39 Monday…,,
646868785236996096,Thu Sep 24 02:08:31 +0000 2015,en,0,heltherington,When Halloween candy replaces school supplies... That's 👏🏻 the 👏🏻 shit 👏🏻 I 👏🏻 like 👏🏻,,
646868787585810432,Thu Sep 24 02:08:31 +0000 2015,en,1,just_juliettee,RT @ChiIIVlbes: Halloween movies; coffee &amp; chill?,,
646868789557088256,Thu Sep 24 02:08:32 +0000 2015,en,0,SapphireJada23_,erbody goin to madison for halloween i say we all just carpool 😐😂😂😂,,
