id,dt_tm,lang,retweet,name,body,lat,lon
646873382932185088,Thu Sep 24 02:26:47 +0000 2015,en,1,samathasteeles,RT @TheTumblrPosts: august; september; halloween; thanksgiving; christmas tbh,,
646873384509423616,Thu Sep 24 02:26:47 +0000 2015,en,1,skyscracuda,RT @SoDamnTrue: august; september; halloween; thanksgiving; christmas,,
646873385889320961,Thu Sep 24 02:26:48 +0000 2015,en,0,MILLYYGOTAK,Gonna fix up my room Halloween style 😭I'm throwing blood on my walls bros @Beastie_Q @JayyRipillz @bobbybankss_ @Fuck_Chad_ 😭,,
646873386895851521,Thu Sep 24 02:26:48 +0000 2015,en,1,itts_fedraa,RT @CraziestSex: Halloween movies n chill,,
646873387411898368,Thu Sep 24 02:26:48 +0000 2015,en,0,RozanaDealsa,Clothing &amp; Accessories &gt;&gt; http://t.co/0R1PcWReIN #675 Joan of Arc Costume Adult Female Medieval Knight Halloween … http://t.co/zjVNPGDYY5,,
646873390255632384,Thu Sep 24 02:26:49 +0000 2015,en,1,Taystee_Kaydss,RT @CraziestSex: Halloween movies n chill,,
646873390490460160,Thu Sep 24 02:26:49 +0000 2015,en,0,RozanaDealsa,Clothing &amp; Accessories &gt;&gt; http://t.co/Z31THFpGoB #675 Bumblebee Deluxe Costume Kids Transformers Halloween Fancy … http://t.co/1j4c5kmeUb,,
646873391211876352,Thu Sep 24 02:26:49 +0000 2015,en,1,CassidyKeim,RT @The_KendallRae: I feel like Donald Trump will be the most popular halloween costume this year.,,
646873391576805377,Thu Sep 24 02:26:49 +0000 2015,en,0,AmddDiana,Halloween movies already?! #can'tcomplain,,
646873393808191488,Thu Sep 24 02:26:50 +0000 2015,en,0,cristisbasic_,Halloween Town and Chill http://t.co/ddjwl7lavB,,
646873394038837252,Thu Sep 24 02:26:50 +0000 2015,en,1,RodmanZane,RT @MensHumor: Somebody make this happen for Halloween http://t.co/7ZqHyWQD53,,
646873395494174720,Thu Sep 24 02:26:50 +0000 2015,en,1,ebae161,RT @maddieblattel: This makes me happy😊 https://t.co/7tqRiKhcfs,,
646873397377507328,Thu Sep 24 02:26:50 +0000 2015,en,1,ayoo_brookieee,RT @theCheerBook: 5 Mondays to halloween... 8 Mondays to thanksgiving... 12 Mondays to Christmas... 26 Mondays to spring break... 39 Monday…,,
646873397805223936,Thu Sep 24 02:26:51 +0000 2015,en,0,racheljewel_,It's fall.. so it's basically halloween already in my mind😊,,
646873399231442944,Thu Sep 24 02:26:51 +0000 2015,en,1,3Kase3,RT @KidsOf2018: 5 Mondays to halloween... 8 Mondays to thanksgiving... 12 Mondays to Christmas... 26 Mondays to spring break... 39 Mondays …,,
646873399294300160,Thu Sep 24 02:26:51 +0000 2015,en,1,lasky_maddie,RT @chassssee: CANT WAIT FOR HALLOWEEN TOWN,,
646873401659797505,Thu Sep 24 02:26:51 +0000 2015,en,1,QueennB___,RT @sexualgifs_: halloween town and chill? http://t.co/Dq1dHBUznp,,
646873403102654464,Thu Sep 24 02:26:52 +0000 2015,en,1,fatimasoto2,RT @GoalsCode: Halloween goals http://t.co/UnCMqQ9aun,,
646873403471695872,Thu Sep 24 02:26:52 +0000 2015,en,1,MariKatich,RT @StevStiffler: august; september; halloween; thanksgiving; christmas,,
646873406688784384,Thu Sep 24 02:26:53 +0000 2015,en,1,alize_tho,RT @KidsOf16: 5 Mondays to halloween... 8 Mondays to thanksgiving... 12 Mondays to Christmas... 26 Mondays to spring break... 39 Mondays to…,,
646873408362446848,Thu Sep 24 02:26:53 +0000 2015,en,1,briannagreene30,RT @QUEENSLiCE_: First day of Fall; you say? That's it. Putting the Halloween decor up.,,
646873411239579649,Thu Sep 24 02:26:54 +0000 2015,en,1,ONTARlOREO,RT @suugamaya: Halloween town is THE best Disney channel original movie.,,
646873412321869824,Thu Sep 24 02:26:54 +0000 2015,en,1,RainesRiles,RT @GoalsCode: Halloween goals http://t.co/UnCMqQ9aun,,
646873412544167936,Thu Sep 24 02:26:54 +0000 2015,en,1,JohaLittle,RT @mysweetcupoftea: E: Smile! R: No! It's not fair; you're not in costume! E: I am! I'm Regina Mills! Swan-Mills family Halloween 😂 http:/…,,
646873412812476416,Thu Sep 24 02:26:54 +0000 2015,en,0,brookeee_n,where the Halloween candy at... that's the best candy,,
646873413802291200,Thu Sep 24 02:26:54 +0000 2015,en,1,Allyre27,RT @theCheerBook: 5 Mondays to halloween... 8 Mondays to thanksgiving... 12 Mondays to Christmas... 26 Mondays to spring break... 39 Monday…,,
